Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2018)","FOB (BAHT)(Mar 2018)","Quantity (Jan - Mar 2018)","FOB (BAHT)(Jan - Mar 2018)"
2561,3,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",13087132,337620368,42910019,1078430591
2561,3,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",28833,953296,389716,10714669
2561,3,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,7200,165941
2561,3,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",369280,7412996,1729412,36629840
2561,3,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",1065006,17671817,5187082,79211720
2561,3,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",25580784,359159354,82790876,1197345709
2561,3,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",439050,7453605,730425,12245963
2561,3,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",202265072,2727797036,682973513,8949080326
2561,3,2,FJ,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",1836255,23804728,3117255,40008258
2561,3,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",30381157,404623215,50346400,673493969
2561,3,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",7000,249525,75656,2927665
2561,3,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",18612383,181390232,33584882,356464246
2561,3,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,52000,641644
2561,3,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1986000,35707204,4470000,80363232
2561,3,2,AE,10063099,090,KGM,"Other (KGM)",89,5832,198,12743
2561,3,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",247881,8333532,1082633,32502056
2561,3,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",89309710,991164171,370620713,4420748101
2561,3,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",20850,818334,77775,2949634
2561,3,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",82,184676,129,200206
2561,3,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",10,318,24034,481481
2561,3,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",6037534,107369271,25055389,399457206
2561,3,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",778300,9679157,985293,12986824
2561,3,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",41841890,534172406,76837580,995931837
2561,3,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",69410600,760093312,114017826,1255665708
2561,3,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",104000,1922806,133450,2502283
2561,3,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",935804,12181970,21883209,275442827
2561,3,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",260000,2755525,543000,5952221
2561,3,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",16416420,257018814,43989480,650289539
2561,3,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",20000,579782,60000,1771468
2561,3,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",6267000,64840102,12713009,144431108
2561,3,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2900000,38519687,5450000,70115058
2561,3,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",10,318,10,318
